2997,putu,hole which passe through something,,,,,,,,,,,,,,,,,,,,,,
2998,putu-,"(t) to bore a hole through something, to pierce",Putugaa.,S/he bored a hole through it.,Puturiruq.,S/he is boring a hole in something.,,,,,,,,,,,,,,,,,,
2999,puttun,awl (tool for making holes),,,,,,,,,,,,,,,,,,,,,,
3000,putuguq,big toe ,putuguuka,my big toes(2),,,,,,,,,,,,,,,,,,,,
3001,putuguaq-,"(i) to stub, hurt one's big toe",Putuguaqtuq.,S/he stubbed her/his big toe.,,,,,,,,,,,,,,,,,,,,
3002,putuuq-,(i) to go from house to house (implies that one is snooping); (t) to bore holes in something,Putuuqtuq.,S/he is going from house to house.,Putuuġaa.,S/he bored holes in it.,Putuuġiruq qiruŋmik.,S/he bored holes in wood.,,,,,,,,,,,,,,,,
3003,putuuġun,tool used to make holes,,,,,,,,,,,,,,,,,,,,,,
3004,putyuaq-,(t) to pinch,Putyuaġia.,I pinched him/her.,Putyuaqniktuŋa.,I pinched something.,,,,,,,,,,,,,,,,,,
3005,putyuuk,"pincers, thumb and forefinger brought together in a pinching motion",,,,,,,,,,,,,,,,,,,,,,
3006,putyuutik,pliers,,,,,,,,,,,,,,,,,,,,,,
3007,putyuyaq,snowshoe,putyuyaak,(dl.) snowshoes,,,,,,,,,,,,,,,,,,,,
3008,putyuyaġaq-,(i) to walk with snowshoes,Putyuyaġa.tuq.,S/he is walking with snowshoes.,,,,,,,,,,,,,,,,,,,,
3009,puuk-,"(i) to fall headlong, fall forward, fall on one's face",Puuktuq.,S/he fell forward.,,,,,,,,,,,,,,,,,,,,
3010,puukaq-,(i) to fall forward,Puuka.tuq.,S/he fell forward.,,,,,,,,,,,,,,,,,,,,
3011,puuksraaq,"bag, sack (from puuq)",,,,,,,,,,,,,,,,,,,,,,
3012,puuksraq,bandage,,,,,,,,,,,,,,,,,,,,,,
3013,puuksraun,bandage,,,,,,,,,,,,,,,,,,,,,,
3014,puułkutak,barrel,,,,,,,,,,,,,,,,,,,,,,
3015,puuŋuaŋa-,"(i) to be humped, have a bump",Puuŋuaŋaruq.,It is humped.,,,,,,,,,,,,,,,,,,,,
3016,puuŋik-,"(t) to shoot an animal a second time, put another shot in an animal to kill it ('finish it off')",Puuŋigaa.,S/he shot it again.,Puuŋigriruq.,S/he shot something again.,,,,,,,,,,,,,,,,,,
3017,puuq,"bag, sack, covering, sheath, bandage",,,,,,,,,,,,,,,,,,,,,,
3018,puuq-,"to bandage; to wrap, put something in a bag",Killimnik puuqtuŋa.,I bandaged my cut.,Puuġia tigiġa.,I bandaged my index finger.,Puuġia.,I put it in a bag.,Puuqsiruŋa.,I bandaged it.,,,,,,,,,,,,,,
3019,puuqataq,container,,,,,,,,,,,,,,,,,,,,,,
3020,puuyuq-,to forget,Puuyatuŋa.,I forgot.,Puuyuaa.,S/he forgot it.,Aglautia puuyuiga naptiŋnun.,I forgot my pen at home.,Puuyuuriruŋa.,I forgot something.,,,,,,,,,,,,,,
3021,puvik,"infected sore which develops scabs, impetigo",puviit,(pl.) infected sores,,,,,,,,,,,,,,,,,,,,
3022,puvik-,(i) to have a rash or sores,Puviktuq.,"S/he has a rash, shores which get scabs",,,,,,,,,,,,,,,,,,,,
3023,puvlak,air in something inflated; air bubble,Puvlaġaqtuq.,It has air in it.,,,,,,,,,,,,,,,,,,,,
3024,puvlak-,"(i) to develop air bubbles; to get gas, of a person",Puvlaktuq.,"It developed air bubbles, s/he has gas.",,,,,,,,,,,,,,,,,,,,
3025,puvlaq-,to scare an animal away with a human scent,Puvla.tuaq.,"It has been scared away by the scent of humans, e.g. that has blown toward it.",Puvlaiga.,I scared it away with my scent.,,,,,,,,,,,,,,,,,,
3026,puvliq-,to fill with air; to float to the surface of water (of a wounded animal),Puvlatuq.,It is full of air; it (wounded animal) floated to the surface),Puvliaa.,"S/he filled it with air, put air in it.",,,,,,,,,,,,,,,,,,
3027,puvliun,air pump,,,,,,,,,,,,,,,,,,,,,,
3028,puvrak,swelling on the body,,,,,,,,,,,,,,,,,,,,,,
3029,puvrak-,(i) to have swelling somewhere on the body,Agrait puvraktut.,His/her hand has a swelling.,,,,,,,,,,,,,,,,,,,,
3030,puvruq-,"(i) to have puffy eyelids, from sleeping too much, etc.",Puvratuq.,S/he has puffy eyelids.,,,,,,,,,,,,,,,,,,,,
3031,puvyaq-,"(t) to become bleached by the weather, esp. of skin",Puvyaaa amiq.,The skin became bleached by the weather.,,,,,,,,,,,,,,,,,,,,
3032,puya,"congealed seal oil, grease, grime cooked on something, e.g. a pan",,,,,,,,,,,,,,,,,,,,,,
3033,puyau-,"(i) to be grimy, caked with grease",Puyauruq.,It is grimy.,,,,,,,,,,,,,,,,,,,,
3034,puyauq-,"(t) to become grimy, caked with grease",Puyauġaa.,It became grimy.,,,,,,,,,,,,,,,,,,,,
3035,puyak-,(i) to slide easily,Uniat puyaktut.,The sled slides easily.,,,,,,,,,,,,,,,,,,,,
3036,puyait-,(i) to not slide easily,Uniat puyailat.,The sled doesn't slide easily.,,,,,,,,,,,,,,,,,,,,
3037,puyuġuaqhaq,nagoonberry (Rubus arcticus),,,,,,,,,,,,,,,,,,,,,,
3038,puyuq,steam,,,,,,,,,,,,,,,,,,,,,,
3039,puyuq-,"(t) to steam, make steam (e.g. of kettle, sea); to make smoke, of burning grease",Puyuqtuq.,It is steaming.,,,,,,,,,,,,,,,,,,,,
3040,qaa,top; top of King Island (also qaaq),qaaga / qaaa,its top,Taibam qaaanun illiuŋ.,Put it on top of the table.,Qaamuuktuŋa.,I am going to the top of King Island ,,,,,,,,,,,,,,,,
3041,qaaġazuk,"mattress, reindeer skin to sleep on",,,,,,,,,,,,,,,,,,,,,,
3042,qaak-,(i) to catch fish in a seine,Qaaktut.,They(3+) caught fish by seining.,,,,,,,,,,,,,,,,,,,,
3043,qaaktuq-,(i) to seine for fish,Qaaktatut.,They(3+) are seining for fish. ,,,,,,,,,,,,,,,,,,,,
3044,qaaktuun,"seine, seining net",,,,,,,,,,,,,,,,,,,,,,
3045,qaalanaq-,(i) to be repulsive,Qaalanaqtut.,They(3+) are repulsive.,,,,,,,,,,,,,,,,,,,,
3046,qaalii-,"(i) be squeamish, reticent about (e.g. touching something messy, dirty); to be repulsed by something",Qaaliigaa.,S/he is squeamish about it.,Kiiġayuk qaaliigia.,I'm repulsed by the mouse.,,,,,,,,,,,,,,,,,,
3047,qaaliuk-,"(i) to be squeamish, reticent about, repulsed by something",Qaaliuktuŋa.,I'm squeamish about something.,,,,,,,,,,,,,,,,,,,,
3048,qaamit-,"(i) to be overflow on top of ice, water which has flowed and frozen on top of ice",Qaamituq.,There is overflow on the ice.,,,,,,,,,,,,,,,,,,,,
3049,qaaminiq,"overflow, frozen water on top of ice",,,,,,,,,,,,,,,,,,,,,,
3050,qaani,"(localis adverb) located outside, in the north (see qaggaa)",,,,,,,,,,,,,,,,,,,,,,
3051,qaaŋ,Right? Isn't that so? Okay?,,,,,,,,,,,,,,,,,,,,,,
3052,qaaŋiq-,"to have happened and passed; for someone to come and go without stopping, to pass by; to grow bigger than",Qaaŋatuq.,S/he passed by.,Qaaŋiaa.,"S/he passed him/her by, grew bigger than him/her, surpassed him/her, outdistance him/er (e.g. running)",,,,,,,,,,,,,,,,,,
3053,qaapkuaq,"outer parka, parka cover",,,,,,,,,,,,,,,,,,,,,,
3054,qaaptit-,(i) for water to overflow onto ice,Qaaptituq.,There is overflow.,,,,,,,,,,,,,,,,,,,,
3055,qaaq-,"to pop, burst, explode; break, of a wave; to break of a woman's water before she gives birth; for sea ice to go out in fall, after freeze up has begun, leaving open ocean",Qaaqtuq.,The sea ice has gone out.,Iġma qaaqtuq.,Her water broke.,Qaaġaa.,S/he popped it.,Qaaġaaŋa.,"I'm caught by a breaking wave, it (wave) broke on me.",,,,,,,,,,,,,,
3056,qaaqsitaaq-,"(i) to play on the beach, jumping away from the waves as they break",Qaaqsitaaqtut.,They(3+) are playing by jumping away from the waves on the beach.,,,,,,,,,,,,,,,,,,,,
3057,qaaqsruq-,to get a blister,Qaaqsratuŋa.,I got a blister.,Agraŋni qaaqsruait.,His/her hands got blistered.,Qaaqsrataaga.,S/he got a blister.,,,,,,,,,,,,,,,,
3058,qaaqsraniq,blister,,,,,,,,,,,,,,,,,,,,,,
3059,qaasiŋa-,to feel uncomfortable when wearing wet clothes or dealing with something dirty,Qaasiŋaruq.,S/he feels uncomfortable when wet or dirty.,Qaasiŋagiiga.,"I don't want to deal with it (something messy, dirty).",,,,,,,,,,,,,,,,,,
3060,qaatiq,walrus jawbone used as weight at end of harpoon handle,,,,,,,,,,,,,,,,,,,,,,
3061,qaggaa,(demonstrative adverb -- extended (base qag-) outside; in the north,,,,,,,,,,,,,,,,,,,,,,
3062,qaŋna,"(demonstrative pronoun (singular)) one outside, in the north",,,,,,,,,,,,,,,,,,,,,,
3063,qagruma,"(demonstrative pronoun (relative singular)) of one outside, in the north",,,,,,,,,,,,,,,,,,,,,,
3064,qakkua,"(demonstrative pronoun (plural)) ones outside, in the north",,,,,,,,,,,,,,,,,,,,,,
3065,qaani,"(localis adverb) located outside, in the north",,,,,,,,,,,,,,,,,,,,,,
3066,tatqaa,,,,,,,,,,,,,,,,,,,,,,,
3067,taqaaŋna,,,,,,,,,,,,,,,,,,,,,,,
3068,tatqaani,,,,,,,,,,,,,,,,,,,,,,,
3069,qagi-,"(i) to climb out of the water (onto shore or ice), to come up on land or ice; to reach the end of the board, of a cribbage peg",Qaksruq.,"S/he climbed out of the water, climbed up something; the cribbage peg reached the end of the board.",,,,,,,,,,,,,,,,,,,,
3070,qagit-,"(t) to put something up, in a higher location, on top",Qagitkaa.,S/he put it up higher.,Qagisiruq.,S/he put something up higher.,,,,,,,,,,,,,,,,,,
3071,qagirviit,wooden bars across inside corners of men's house where things can be stored,,,,,,,,,,,,,,,,,,,,,,
3072,qagivrautaq,high place or shelf which is out of reach,,,,,,,,,,,,,,,,,,,,,,
3073,qagimna,"next door, outside",,,,,,,,,,,,,,,,,,,,,,
3074,qagiq-,"(t) to become rancid, of oil",Uqsruq qagiġaa.,The oil has become rancid.,,,,,,,,,,,,,,,,,,,,
3075,qagiġnit-,(i) to smell or taste rancid,Qagiġnituq.,It smells rancid.,,,,,,,,,,,,,,,,,,,,
3076,qagiġnituaq,rancid oil,,,,,,,,,,,,,,,,,,,,,,
3077,qagiqsi-,"(i) to have one's eyes run or sting, as from onions or soap",Qagiqsiruq.,Her/his eyes sting.,,,,,,,,,,,,,,,,,,,,
3078,qagimna,(demonstrative pronoun (singular)) one outside (see qakma),,,,,,,,,,,,,,,,,,,,,,
3079,qagluaq,dimple,,,,,,,,,,,,,,,,,,,,,,
3080,qagrun,seine [from qaak-],,,,,,,,,,,,,,,,,,,,,,
3081,qagruma-,"(i) to lie on the ice, of sea mammal [related to qagi-]",Aiġvit qagumarut.,Walruses are lying on the ice.,,,,,,,,,,,,,,,,,,,,
3082,qagu(n),"when? (in future), at what future time?",Qagutaima.,I wonder when?,,,,,,,,,,,,,,,,,,,,
3083,qaguġun,in the distant future,,,,,,,,,,,,,,,,,,,,,,
3084,qagutiun,rarely,,,,,,,,,,,,,,,,,,,,,,
3085,qagri,"men's house (locally, 'club house'; also qagzri)",,,,,,,,,,,,,,,,,,,,,,
3086,qagri-,(i) to go to the men's house,Qagriruq.,S/he went to the men's house.,,,,,,,,,,,,,,,,,,,,
3087,Qagriuraaġmiut,one of the King Island qagris,,,,,,,,,,,,,,,,,,,,,,
3088,qagvaq-,"to rise, ascend; to raise, lift up; for clouds to lift on horizon [related to qagri-]",Qagva.tuq.,It is rising.,Qagvaaa.,S/he raised it; the weather has lifted.,,,,,,,,,,,,,,,,,,
3089,qaġa-,(i) to dance energetically to a song one likes,Qaġaruq.,S/he is dancing energetically.,,,,,,,,,,,,,,,,,,,,
3090,qaġaq,root of the pink plume plant (eaten in agutaq mixed with fish roe),,,,,,,,,,,,,,,,,,,,,,
3091,qaġġiri-,to bring [from qai-],Sunik qaġġiriva?,What did s/he bring?,Qaġġitigaa.,S/he brought it.,Qaġġilaqtaaga.,S/he always bring him/her.,,,,,,,,,,,,,,,,
3092,qaġitaq,brain,,,,,,,,,,,,,,,,,,,,,,
3093,qaġluq-,"(i) to yell, call out, holler (of a person), call (of an animal)",Qaġlatuq.,S/he yelled out.,Qaġluaqtuq.,S/he always yells.,,,,,,,,,,,,,,,,,,
3094,qaġnuti-,"(t) to speak to, talk to [see qaniq-]",Qaġnutigaa.,S/he spoke to her/him.,,,,,,,,,,,,,,,,,,,,
3095,qaġnuziq,"manner of speech, language, word [from qaniq-]",Inupiaqtun qaġnuziq,Inupiaq language,,,,,,,,,,,,,,,,,,,,
3096,qaġruq,arrow; bullet; spade at cards,Qaġruliruq.,S/he is making arrows.,Qaġruligaa.,"S/he is making arrows for him/her, or out of it.",,,,,,,,,,,,,,,,,,
3097,qaġu-,"to dig through, rummage through things, to rifle, ""dig around""",Qaġuruq.,S/he is digging through things.,Qaġugait.,S/he digging through them.,,,,,,,,,,,,,,,,,,
3098,qaġuŋa-,"(i) to tend to get into things, be one who rummages through things",Qaġuŋaruq.,S/he always gets into things.,,,,,,,,,,,,,,,,,,,,
3099,qai(q),wave on the ocean,,,,,,,,,,,,,,,,,,,,,,
3100,qai-,(i) to come,Qairuq.,S/he came.,Qaġġiin!,Come!,,,,,,,,,,,,,,,,,,
3101,qaiġulik,ribbon seal,qaiġuglit,(pl.) ribbon seals,qaiġuliatyaaq,baby ribbon seal,,,,,,,,,,,,,,,,,,
3102,qaik-,"to quarrel, argue",Qaiktuq.,S/he is arguing.,Qaiktuk.,They(2) are arguing.,Qaikaa.,S/he is arguing with him/her.,Qaikuraaqtuq.,S/he is arguing.,,,,,,,,,,,,,,
3103,qaikłiq-,to argue,Qaikłatuq.,S/he is arguing.,Qaikłiaa.,S/he is arguing with him/her.,,,,,,,,,,,,,,,,,,
3104,qailiq,"wave, breaker coming toward shore",qailit,"(pl.) waves, breakers",,,,,,,,,,,,,,,,,,,,
3105,qailiq-,"to be rough sea, to have breakers onshore, e.g. in a storm",Qailatuq.,There are breakers onshore.,Qailiaa.,The sea is rough.,,,,,,,,,,,,,,,,,,
3106,qailiuq-,"(i) to travel through rough water near shore, shore breakers",Qailiuqtut.,They(3+) travel through breakers.,,,,,,,,,,,,,,,,,,,,
3107,qaimuq,ice pan in ocean at freeze-up,,,,,,,,,,,,,,,,,,,,,,
3108,qaimuuraq-,(i) to play by jumping from one ice pan to another,Qaimuuraaqtut.,They(3+) are jumping from ice pan to ice pan.,,,,,,,,,,,,,,,,,,,,
3109,qaiqsaq-,to sand something in order to smooth it,Qaiqsa.tuq.,S/he is sanding something.,Qaiqsaaa.,S/he is sanding it.,,,,,,,,,,,,,,,,,,
3110,qaiqsaun,sandpaper,,,,,,,,,,,,,,,,,,,,,,
3111,qaiqtaq,"rocky cliff, jagged rocks",,,,,,,,,,,,,,,,,,,,,,
3112,qairaliq,seal (of any type) which migrates north in spring,,,,,,,,,,,,,,,,,,,,,,
3113,qait-,"(t) to give, to hand something to someone",Ałłamun qaitkia.,I gave it to someone else.,Aglaun qairuŋ aġnamun.,Give the pencil to the woman.,Uaŋa qailau ilipnun.,Let me give it to you.,Aglautmik qaisiruŋa.,I gave a pen (to someone). ,,,,,,,,,,,,,,
3114,qaitquq,cave on King Island used for cold storage of meat,,,,,,,,,,,,,,,,,,,,,,
3115,qakkit-,(i) to gag from rancid oil,Qakkituŋa.,I gagged from rancid oil.,,,,,,,,,,,,,,,,,,,,
3116,qakkinaq-,"to be rancid oil, which makes one gag",Qakkinaqtuq.,"It is rancid, causing one to gag.",,,,,,,,,,,,,,,,,,,,
3117,qakkua,"(demonstrative pronoun (plural)) ones outside, in the north (see qaggaa)",,,,,,,,,,,,,,,,,,,,,,
3118,qakkutik,suspenders,,,,,,,,,,,,,,,,,,,,,,
3119,qakkuziq-,to put on suspenders,Qakkuziqtuq.,S/he put on suspenders.,Qakkuziġaa.,S/he put suspenders on him/her.,,,,,,,,,,,,,,,,,,
3120,qakma,(demonstrative adverb -- obscured (based qak-)) outside,,,,,,,,,,,,,,,,,,,,,,
3121,qagimna,(demonstrative pronoun (singular) one outside,,,,,,,,,,,,,,,,,,,,,,
3122,qagivruma,(demonstrative pronoun (relative singular)) of one outside,,,,,,,,,,,,,,,,,,,,,,
3123,qagipkua,(demonstrative pronoun (plural) ones outside,,,,,,,,,,,,,,,,,,,,,,
3124,qakmani,(localis adverb) located outside,,,,,,,,,,,,,,,,,,,,,,
3125,tatqaŋma,,,,,,,,,,,,,,,,,,,,,,,
3126,tatqagimna,,,,,,,,,,,,,,,,,,,,,,,
3127,tatqaŋmani,,,,,,,,,,,,,,,,,,,,,,,
3128,qaksruaun,belt used for holding baby on back to carry it,,,,,,,,,,,,,,,,,,,,,,
3129,qaksruq-,"(i) to come ashore, of boat; to unload boats on shore",Umiat qaksratut.,The boats came ashore.,Niġinik qaksruirut.,They(3+) unload meat on shore.,,,,,,,,,,,,,,,,,,
3130,qakvik,shelf,,,,,,,,,,,,,,,,,,,,,,
3131,qala,wake of boat (usu. Poss.),qalaa,its wake,,,,,,,,,,,,,,,,,,,,
3132,qalaliq-,(t) to churn (the water) of boat,Umiam imiq qalaliaa.,The boat is churning the water.,,,,,,,,,,,,,,,,,,,,
3133,qalasiq,navel,,,,,,,,,,,,,,,,,,,,,,
3134,qalat-,(i) to boil,Qalatuq.,It is boiling.,Qalautiaa.,S/he is boiling it.,Imiġmik qalausriruq.,S/he is boiling water. ,,,,,,,,,,,,,,,,
3135,qaliġik-,to pile things up,Qaliġikait.,S/he piled them up.,qaliġiktuat,things piled up,,,,,,,,,,,,,,,,,,
3136,qaliġiik,"two things, one on top of another",,,,,,,,,,,,,,,,,,,,,,
3137,qalik-,"(i) to bleed through the moth, hemorrhage; (t) to cough something up",Qaliktuŋa.,I am bleeding through the mouth.,Qalikia.,I coughed it up.,,,,,,,,,,,,,,,,,,
3138,qaliŋuraaq-,to growl (e.g. an animal),Qaliŋuraaqtuq.,It is growling.,,,,,,,,,,,,,,,,,,,,
3139,qalipaaq,outer fur parka with fur outside,,,,,,,,,,,,,,,,,,,,,,
3140,qaliq,"low cloud reaching down to King Island village, small cloud touching King Island (which indicated that it will be windy)",,,,,,,,,,,,,,,,,,,,,,
3141,qaliqtiq,"mist, fog",,,,,,,,,,,,,,,,,,,,,,
3142,qaliqtit-,"to be misty, foggy; to be a low cloud over King Island or small cloud touching King Island",Qaliqtituq.,There is a small cloud touching King Island.,Qaliqtigaa.,It is misty.,Iġġit qaliqtigait.,The mountains are foggy.,,,,,,,,,,,,,,,,
3143,qaliq,rust ,qaġlit,(pl.) rust,Qaliqa.tuq.,It is rusty.,,,,,,,,,,,,,,,,,,
3144,qaliq-,(t) to rust,Kaarat qaliġait.,The car got rusty.,Qaliqtuumaruq.,"It is rusty, has rusted. ",,,,,,,,,,,,,,,,,,
3145,qalli-,"to approach, come closer",Qalliruq.,It is approaching.,Qalliiga.,I am approaching it.,,,,,,,,,,,,,,,,,,
3146,qallilii-,(i) to take and leave supplies partway along the route one will take on a journey in order to use them during the journey,Qalliliiruq.,S/he takes supplies partway along his/her route.,,,,,,,,,,,,,,,,,,,,
3147,qalliruti-,"for time to draw near, for the appointed time to approach",Qallirutiaa.,"S/he (OBJ) is nearing his/her time, an appointment is coming close.",Tuġum qallirutiaa.,His/her death is drawing close.,,,,,,,,,,,,,,,,,,
3148,qalliq,scab; topmost one,qalliiik,two things on top one another,Qalliniktuq.,It formed a scab.,,,,,,,,,,,,,,,,,,
3149,qalliiik-,(i) to be on top of one another; (t) to put things on top of one another,Qalliiiktut.,They(3+) are on top of another.,Qalliiikait.,S/he put them on top of one another.,,,,,,,,,,,,,,,,,,
3150,qalliq-,to put something (mod.) on top of something (d.o.),Qalliaa.,S/he put something on it.,,,,,,,,,,,,,,,,,,,,
3151,qallun,dipper; drinking glass,,,,,,,,,,,,,,,,,,,,,,
3152,qalu-,to make meat out of a pot; to dip water (using a dipper),Niġinik qaluruŋa.,I take meat out of a pot.,Imiġmik qaluruq.,S/he is dipping water.,Qalugia.,I take it (meat) out of a pot.,Qalugia imiq.,I dip water.,,,,,,,,,,,,,,
3153,qaluuq-,"to dip, to ladle; to catch fish using a dip net",Qaluuqtuq.,"S/he is dipping, ladling something, s/he caught fish in a dip net",Qaluuġia.,"I dipped it, caught it in a dip net.",,,,,,,,,,,,,,,,,,
3154,qaluuġun,dip net for fish,,,,,,,,,,,,,,,,,,,,,,
3155,qaluaq,blue cod,,,,,,,,,,,,,,,,,,,,,,
3156,qaluaġniaġun,hook for blue cod,,,,,,,,,,,,,,,,,,,,,,
3157,qalugiaq,harpoon head with flint point,,,,,,,,,,,,,,,,,,,,,,
3158,Qalugli,Cape Douglas,,,,,,,,,,,,,,,,,,,,,,
3159,qaluŋuraq-,to use a long stick with a small net at one end to gather eggs from a nest on a rocky ledge in a cliff,Qaluŋuraqtuŋa.,I am gathering eggs using a stick with a net.,Qaluŋuraġia.,I gathered it (egg) using a stick with a net. ,,,,,,,,,,,,,,,,,,
3160,qaluŋuraun,long stick with a small net at one end used to gather eggs from a nest on a rocky ledge in a cliff,,,,,,,,,,,,,,,,,,,,,,
3161,qaluq,"round rock or pebble (typically found on beach, washed and smoothed by waves)",qallut,(pl.) round rocks or pebbles,,,,,,,,,,,,,,,,,,,,
3162,qaluqsraq,"depression in the ground, crevice or hollow among rocks",,,,,,,,,,,,,,,,,,,,,,
3163,qałhavak,axe,,,,,,,,,,,,,,,,,,,,,,
3164,qałhavaktaq-,"to use an axe, chop with an axe",Qałhavakta.tuq.,S/he is using an axe.,Qałhavaktaaa.,S/he chopped it with an axe.,,,,,,,,,,,,,,,,,,
3165,qałłuuk,"shorts, short pants",,,,,,,,,,,,,,,,,,,,,,
3166,qami-,"(i) to go out, be extinguished, of fire or light",Naniq qamiruq.,The lamp went out.,Naniq qapsruq.,The lamp went out.,Qamisinaqta.tuq.,The fire went out.,,,,,,,,,,,,,,,,
3167,qamit-,"(t) to extinguish, turn off a light, put out a fire",Qamitkaa.,S/he extinguished it.,Qamisiruŋa.,"I put out a fire, turned off a light.",,,,,,,,,,,,,,,,,,
3168,qamitqataaq-,"(i) to flicker, burn unsteadily (of fire)",Qamitqataaqtuq.,It is flickering.,,,,,,,,,,,,,,,,,,,,
3169,qamitqataq-,"(i) to go out after being lit, of fire",Qamitqataqtuq.,The fire went out.,,,,,,,,,,,,,,,,,,,,
3170,qamigautat,"small sled used for transporting a kayak over the ice (on water, the sled sits on stern of kayak)",,,,,,,,,,,,,,,,,,,,,,
3171,qamigautit,"small sled used for transporting a kayak over the ice (on water, the sled sits on stern of kayak)",,,,,,,,,,,,,,,,,,,,,,
3172,qamma,(demonstrative adverb -- obscured (base qam--)) inside,,,,,,,,,,,,,,,,,,,,,,
3173,qamna,(demonstrative pronoun (singular)) one inside,,,,,,,,,,,,,,,,,,,,,,
3174,qavruma,(demonstrative pronoun (relative singular)) of one inside,,,,,,,,,,,,,,,,,,,,,,
3175,qapkua,(demonstrative pronoun (plural)) ones inside,,,,,,,,,,,,,,,,,,,,,,
3176,qamani,(localis adverb) located inside,,,,,,,,,,,,,,,,,,,,,,
3177,tatqama,,,,,,,,,,,,,,,,,,,,,,,
3178,tatqamna,,,,,,,,,,,,,,,,,,,,,,,
3179,tatqamani,,,,,,,,,,,,,,,,,,,,,,,
3180,qamna,"(demonstrative pronoun (singular)) one inside, to the west (see qavvaa)",,,,,,,,,,,,,,,,,,,,,,
3181,qamuġaq-,"to hell pull, esp. a sled",Qamuġa.tuq.,S/he is helping pull.,Qamuġaiga.,I am helping him/her pull.,,,,,,,,,,,,,,,,,,
3182,qamuġan,helped on dog sled,,,,,,,,,,,,,,,,,,,,,,
3183,qannaaluk-,"(i) to converse, discuss [from qaniq-]",Qanaaluktut.,They(3+) are conversing.,Qanaaluura.tut.,They(3+) are conversing.,,,,,,,,,,,,,,,,,,
3184,qanaaquziq,piece which holds harpoon line holder to kayak bow,,,,,,,,,,,,,,,,,,,,,,
3185,qanak,"roof, walrus skin roof covering",inim qanaa,the roof of the house,,,,,,,,,,,,,,,,,,,,
3186,qanak-,"(t) to put a top, roof on something",Qanakaa iniŋuaq.,S/he put a roof on the playhouse.,Qanagiruq oiniŋuamik.,S/he put a roof on a playhouse.,Qanagluu.,S/he's putting a roof on it.,,,,,,,,,,,,,,,,
3187,qanaktaq-,(i) to do a somersault,Qanakta.tuq.,S/he did a somersault.,Qanakta.taqtuq.,S/he did somersaults.,,,,,,,,,,,,,,,,,,
3188,qanikpak,snowflake,,,,,,,,,,,,,,,,,,,,,,
3189,qanikpak-,(i) to snow large flakes,Qanikpaktuq.,It is snowing large flakes.,,,,,,,,,,,,,,,,,,,,
3190,qaniq,mouth,qaġnin,your mouth,qaġna,his/her/its mouth,,,,,,,,,,,,,,,,,,
3191,qaniq-,"to speak, talk",Qaniqtuŋa.,I am talking.,qaniġluu / qaġnutiluu,speaking to her/him (Transitive use of this stem is marginal.),Qaġnutigaa.,S/he spoke to her/him.,,,,,,,,,,,,,,,,
3192,qaniġiuq-,(i) to learn to talk (of a baby),qaniġiu'ama,when I first learned to talk,Qaniġiutuq.,S/he learned to talk.,Qaniġiuqtigaa.,S/he taught him/her to talk.,,,,,,,,,,,,,,,,
3193,qaniġlugziq-,(i) to complain,Qaniġlugziqtuq.,S/he is complaining.,,,,,,,,,,,,,,,,,,,,
3194,qaniġluk-,"(i) to speak harshly, boldly, nastily",Qaniġluktuq.,S/he is speaking harshly.,Qaniġluutiaa.,S/he is speaking harshly to him/her.,,,,,,,,,,,,,,,,,,
3195,qaniġun,microphone,,,,,,,,,,,,,,,,,,,,,,
3196,qaniłiq,"utterance, speech, spoken language",qaniłhit uuma,"his/her speech, what s/he said",,,,,,,,,,,,,,,,,,,,
3197,qanipsuk-,"to recite a magical incantation, case a spell verbally",Qanipsuktuq.,S/he recited an incantation.,Qanipsugaaŋa.,S/he put a spell on me.,,,,,,,,,,,,,,,,,,
3198,qaniyuilaq,speakers of an non-Inuit language (usu. pl. qaniyuilat),,,,,,,,,,,,,,,,,,,,,,
3199,qaniqsatuq-,to translate,Qaniqsatuqtuq naluaġmiunun.,S/he is translating into English.,Qaniqsatuqtuŋa aġnamik. ,I am translating for the woman.,Qaniqsatuġia.,I am translating for him/her.,,,,,,,,,,,,,,,,
3200,qaniqsuun,telephone,,,,,,,,,,,,,,,,,,,,,,
3201,qaniqsuuti-,"to talk by telephone, on the telephone",Qaniqsuusruŋa.,I am talking on the telephone.,Qaniqsuusruuk.,We(2) are talking by telephone.,Qaniqsuutiiga.,I talk to him/her by telephone.,,,,,,,,,,,,,,,,
3202,qannaaġigvak-,"(i) to be garrulous, talkative",Qannaaġigvaktuq.,S/he is talkative.,,,,,,,,,,,,,,,,,,,,
3203,qannaik-,"(i) to be quarrelsome, argumentative",Qannaiktuq.,S/he is argumentative.,,,,,,,,,,,,,,,,,,,,
3204,qanit-,"(i) to be close, nearby",Qanituq.,It is nearby.,,,,,,,,,,,,,,,,,,,,
3205,qanituuraq,"something close, nearby",,,,,,,,,,,,,,,,,,,,,,
3206,qanituurau-,"(i) to be close, nearby",Qanituurauruq.,S/he is near.,,,,,,,,,,,,,,,,,,,,
3207,qaniŋauti-,(t) to bring or take something closer,Qaniŋautiaa.,S/he brought it closer.,,,,,,,,,,,,,,,,,,,,
3208,qanitaq,"storm shed, Arctic entry",,,,,,,,,,,,,,,,,,,,,,
